gid,date,div_number,motion_text,ayes,noes,colnum,time
uk.org.publicwhip/debate/2022-01-11b.500.0,2022-01-11,158,,229,319,500,16:34:00
uk.org.publicwhip/debate/2022-01-11b.542.1,2022-01-11,159,,219,0,542,18:55:00
uk.org.publicwhip/debate/2022-01-17b.133.2,2022-01-17,162,,234,327,133,21:00:00
uk.org.publicwhip/debate/2022-01-17c.124.2,2022-01-17,160,"“In section 1(1)(d) of the Representation of the People Act 1983 (definition of voting age for parliamentary elections), for “18” substitute “16”.”—(Alex Norris.)",236,327,124,21:00:00
uk.org.publicwhip/debate/2022-01-17c.129.2,2022-01-17,161,This new clause would prevent overseas electors donating to political parties in the UK.,237,322,129,21:00:00
uk.org.publicwhip/debate/2022-01-17c.133.2,2022-01-17,162,"
Clause 1 - Voter identification
",234,327,133,21:00:00
uk.org.publicwhip/debate/2022-01-17c.138.2,2022-01-17,163,"
Clause 26 - Joint campaigning by registered parties and third parties
",234,328,138,21:00:00
uk.org.publicwhip/debate/2022-01-17c.163.1,2022-01-17,164,,325,234,163,21:57:00
uk.org.publicwhip/debate/2022-01-19a.406.0,2022-01-19,165,,181,301,406,16:00:00
uk.org.publicwhip/debate/2022-01-19b.406.0,2022-01-19,165,,181,301,406,16:00:00
uk.org.publicwhip/debate/2022-01-21a.615.2,2022-01-21,166,,0,46,615,
uk.org.publicwhip/debate/2022-01-24c.792.1,2022-01-24,167,,57,0,792,19:24:00
uk.org.publicwhip/debate/2022-01-24c.807.1,2022-01-24,168,,162,306,807,20:30:00
uk.org.publicwhip/debate/2022-01-25e.913.0,2022-01-25,169,“fundamental breach of the principles of natural justice”.,187,315,913,15:45:00
uk.org.publicwhip/debate/2022-01-25e.917.0,2022-01-25,170,This amendment would remove the presumption and make it a precondition of the court’s exercise of the new remedial powers that they should offer an effective remedy to the claimant and any other person materially affected by the impugned act.,228,313,917,16:13:00
uk.org.publicwhip/debate/2022-01-25e.921.2,2022-01-25,171,This amendment clarifies that the ability preserved by clause 2 to challenge the Upper Tribunal’s permission-to-appeal decisions for breach of natural justice relates only to procedural defects.,61,316,921,16:13:00
uk.org.publicwhip/debate/2022-01-25e.949.3,2022-01-25,172,"This amendment would require that all accused persons considered for automatic online convictions are subject to a health assessment, and that only those who do not have any vulnerabilities or disabilities are given the option of being convicted online.—(Alex Cunningham.)",184,310,949,17:45:00
uk.org.publicwhip/debate/2022-01-25e.953.2,2022-01-25,173,"
Clause 9 - Powers to proceed if accused absent from allocation hearing
",176,316,953,18:08:00
uk.org.publicwhip/debate/2022-01-25e.957.2,2022-01-25,174,‘(4A) The Lord President of the Court of Session is to appoint one person with experience in and knowledge of the Scottish legal system.” —(Anne McLaughlin.),220,315,957,18:08:00
uk.org.publicwhip/debate/2022-01-25e.967.3,2022-01-25,175,,310,211,967,18:45:00
uk.org.publicwhip/debate/2022-02-01c.252.1,2022-02-01,179,,192,0,252,18:43:00
uk.org.publicwhip/debate/2022-02-02d.375.4,2022-02-02,180,"
New Clause 17 - Impact of Act on tackling climate change
",228,306,375,18:00:00
uk.org.publicwhip/debate/2022-02-02d.380.0,2022-02-02,181,"This new clause would require the Government to produce an impact assessment of the operation of the new Economic crime (anti-money laundering) levy, and assess how a register of beneficial owners of property would contribute to the effectiveness of the levy.",230,301,380,18:00:00
uk.org.publicwhip/debate/2022-02-02d.384.2,2022-02-02,182,"
Clause 6 - Rate of surcharge and surcharge allowance
",228,301,384,18:00:00
uk.org.publicwhip/debate/2022-02-02d.416.1,2022-02-02,183,,302,226,416,18:47:00
uk.org.publicwhip/debate/2022-02-04b.575.2,2022-02-04,184,,0,45,575,09:34:00
uk.org.publicwhip/debate/2022-02-09b.1061.3,2022-02-09,186,"
Financial Services
",303,215,1061,19:29:00
uk.org.publicwhip/debate/2022-02-21a.127.0,2022-02-21,187,,154,298,127,20:45:00
uk.org.publicwhip/debate/2022-02-21a.130.2,2022-02-21,188,,154,298,130,21:11:00
uk.org.publicwhip/debate/2022-02-21c.127.0,2022-02-21,187,This new clause would facilitate cross-sector recognition of skills and training between the oil and gas sector and the renewable energy sector.,154,298,127,20:45:00
uk.org.publicwhip/debate/2022-02-21c.130.2,2022-02-21,188,"
Clause 2 - Designation of employer representative bodies
",154,298,130,21:11:00
uk.org.publicwhip/debate/2022-02-21c.134.2,2022-02-21,189,"“(aa) ensure that each registered pupil receives two weeks’ worth of compulsory work experience,",158,291,134,21:11:00
uk.org.publicwhip/debate/2022-02-22b.236.2,2022-02-22,190,"This new clause would enable the Secretary of State to issue guidance to those authorities that administer public sector pension schemes, including the local government pension scheme, that they may not make investment decisions that conflict with the UK’s foreign and defence policy.",299,81,236,15:45:00
uk.org.publicwhip/debate/2022-02-22b.239.2,2022-02-22,191,,198,301,239,16:21:00
uk.org.publicwhip/debate/2022-02-23a.423.2,2022-02-23,192,,142,0,423,18:46:00
uk.org.publicwhip/debate/2022-02-25b.599.2,2022-02-25,193,,0,48,599,
uk.org.publicwhip/debate/2022-03-02a.1153.2,2022-03-02,204,"
Social Security
",302,1,1153,19:29:00
uk.org.publicwhip/debate/2022-03-02a.1155.0,2022-03-02,205,"That the draft Tax Credits, Child Benefit and Guardian’s Allowance Up-rating Regulations 2022, which were laid before this House on ",303,11,1155,19:29:00
uk.org.publicwhip/debate/2022-03-07a.154.2,2022-03-07,207,,225,306,154,21:34:00
uk.org.publicwhip/debate/2022-03-07a.159.1,2022-03-07,208,,234,300,159,21:34:00
uk.org.publicwhip/debate/2022-03-14b.657.1,2022-03-14,210,,292,217,657,18:00:00
uk.org.publicwhip/debate/2022-03-14b.674.2,2022-03-14,211,"
Clause 7 - Assistance Centre
",210,296,674,19:00:00
uk.org.publicwhip/debate/2022-03-14b.680.0,2022-03-14,212,,295,39,680,19:25:00
uk.org.publicwhip/debate/2022-03-14b.717.5,2022-03-14,213,,179,286,717,21:15:00
uk.org.publicwhip/debate/2022-03-14b.721.2,2022-03-14,214,,218,288,721,21:42:00
uk.org.publicwhip/debate/2022-03-14b.725.3,2022-03-14,215,This new clause would require the Animal Sentience Committee to produce a report on the impact of polluted rivers on sentient animals.,179,286,725,21:42:00
uk.org.publicwhip/debate/2022-03-18a.1163.2,2022-03-18,216,,0,40,1163,
uk.org.publicwhip/debate/2022-03-22a.231.2,2022-03-22,218,,318,223,231,16:18:00
uk.org.publicwhip/debate/2022-03-22a.235.2,2022-03-22,219,,313,231,235,16:18:00
uk.org.publicwhip/debate/2022-03-22a.239.2,2022-03-22,220,,318,220,239,16:18:00
uk.org.publicwhip/debate/2022-03-22a.301.2,2022-03-22,230,,298,216,301,19:18:00
uk.org.publicwhip/debate/2022-03-22b.239.2,2022-03-22,220,,318,220,239,16:18:00
uk.org.publicwhip/debate/2022-03-22b.301.2,2022-03-22,230,,298,216,301,19:18:00
uk.org.publicwhip/debate/2022-03-22c.243.2,2022-03-22,221,,291,232,243,16:18:00
uk.org.publicwhip/debate/2022-03-29a.789.7,2022-03-29,235,,268,195,789,17:39:00
uk.org.publicwhip/debate/2022-03-29b.789.7,2022-03-29,235,"
Social Security
",268,195,789,17:39:00
uk.org.publicwhip/debate/2022-04-20b.278.3,2022-04-20,252,,303,235,278,17:48:00
uk.org.publicwhip/debate/2022-04-20c.218.3,2022-04-20,242,"
Before Clause 117 - Meaning of “relevant building”
",316,188,218,15:30:00
uk.org.publicwhip/debate/2022-04-20c.222.0,2022-04-20,243,,318,189,222,15:30:00
uk.org.publicwhip/debate/2022-04-20c.226.0,2022-04-20,244,,317,190,226,15:30:00
uk.org.publicwhip/debate/2022-04-20c.230.0,2022-04-20,245,,318,188,230,16:34:00
uk.org.publicwhip/debate/2022-04-20c.254.2,2022-04-20,246,,311,231,254,17:48:00
uk.org.publicwhip/debate/2022-04-20c.258.2,2022-04-20,247,"
Before Clause 11 - Interpretation of Part 2
",310,231,258,17:48:00
uk.org.publicwhip/debate/2022-04-20c.262.2,2022-04-20,248,"
Clause 11 - Differential treatment of refugees
",309,225,262,17:48:00
uk.org.publicwhip/debate/2022-04-20c.266.2,2022-04-20,249,"
After Clause 12 - Changes to the Immigration Act 1971
",294,242,266,17:48:00
uk.org.publicwhip/debate/2022-04-20c.270.2,2022-04-20,250,"
After Clause 15 - Safe third State: commencement
",303,236,270,17:48:00
uk.org.publicwhip/debate/2022-04-20c.274.3,2022-04-20,251,"
Lords amendment 8C disagreed to. - Schedule 3Lords amendment 8C disagreed to.
",303,234,274,17:48:00
uk.org.publicwhip/debate/2022-04-20c.278.3,2022-04-20,252,"
After Clause 37 - Immigration Rules: entry to seek asylum and join family
",303,235,278,17:48:00
uk.org.publicwhip/debate/2022-04-20c.283.2,2022-04-20,253,"
After Clause 37 - Refugee resettlement schemes
",306,231,283,17:48:00
uk.org.publicwhip/debate/2022-04-20c.287.2,2022-04-20,254,"
Clause 39 - Illegal entry and similar offences
",311,228,287,17:48:00
uk.org.publicwhip/debate/2022-04-20c.291.3,2022-04-20,255,"
Clause 40 - Assisting unlawful immigration or asylum seeker
",312,227,291,17:48:00
uk.org.publicwhip/debate/2022-04-20c.295.3,2022-04-20,256,"
Clause 62 - Identified potential victims etc: disqualification from protectionClause 62
",308,228,295,17:48:00
uk.org.publicwhip/debate/2022-04-20c.299.2,2022-04-20,257,"
Before Clause 64 - Confirmed victims in England and Wales: assistance and support
",296,184,299,17:48:00
uk.org.publicwhip/debate/2022-04-25a.513.0,2022-04-25,258,,300,220,513,18:15:00
uk.org.publicwhip/debate/2022-04-25a.517.2,2022-04-25,259,,302,221,517,18:15:00
uk.org.publicwhip/debate/2022-04-26c.616.0,2022-04-26,262,,297,56,616,14:15:00
uk.org.publicwhip/debate/2022-04-26c.619.2,2022-04-26,263,"
Clause 2 - Exclusion of review of Upper Tribunal’s permission-to-appeal decisions
",297,61,619,14:15:00
uk.org.publicwhip/debate/2022-04-26c.621.2,2022-04-26,264,"
After Clause 42 - Publicly funded legal representation for bereaved people at inquests
",299,168,621,14:15:00
uk.org.publicwhip/debate/2022-04-26c.720.1,2022-04-26,265,,296,206,720,22:15:00
uk.org.publicwhip/debate/2022-04-26c.723.0,2022-04-26,266,,299,205,723,22:15:00
uk.org.publicwhip/debate/2022-04-26c.727.0,2022-04-26,267,,288,212,727,22:56:00
uk.org.publicwhip/debate/2022-04-27a.830.0,2022-04-27,268,,306,215,830,16:00:00
uk.org.publicwhip/debate/2022-04-27a.834.2,2022-04-27,269,"
Clause 15 - Strategy and policy statement
",306,213,834,16:00:00
uk.org.publicwhip/debate/2022-04-27a.838.2,2022-04-27,270,"
Schedule 1 - Voter Identification
",306,213,838,16:00:00
uk.org.publicwhip/debate/2022-05-17a.652.0,2022-05-17,1,,248,310,652,18:46:00
uk.org.publicwhip/debate/2022-05-17b.652.0,2022-05-17,1,,248,310,652,18:46:00
uk.org.publicwhip/debate/2022-05-17d.652.0,2022-05-17,1,,248,310,652,18:46:00
uk.org.publicwhip/debate/2022-05-23b.126.2,2022-05-23,6,,200,292,126,21:38:00
uk.org.publicwhip/debate/2022-05-23b.130.0,2022-05-23,7,,292,202,130,21:38:00
uk.org.publicwhip/debate/2022-05-24a.257.0,2022-05-24,8,"“I am undertaking the most terrifying, difficult and awesome task. The solution…will only be found in the hearts and minds of men and women.”",285,208,257,18:17:00
uk.org.publicwhip/debate/2022-05-25a.337.4,2022-05-25,9,“other than with a private landlord”.—(Chris Elmore.),163,280,337,14:45:00
uk.org.publicwhip/debate/2022-06-13b.104.3,2022-06-13,11,"This new clause would ensure that the Director of Freedom of Speech and Academic Freedom has not and cannot whilst in office donate to a political party and ensure they are only appointed subject to confirmation of an independent advisory panel, the Select Committee of the House of Commons and a resolution of each House of Parliament.",150,282,104,19:30:00
uk.org.publicwhip/debate/2022-06-13b.108.2,2022-06-13,12,"(e) to criticise any institution,",152,284,108,19:30:00
uk.org.publicwhip/debate/2022-06-14d.206.1,2022-06-14,13,,198,295,206,15:52:00
uk.org.publicwhip/debate/2022-06-15b.367.0,2022-06-15,14,"“does not want the national rail strikes to go ahead; and therefore urgently calls upon the Government, operators, network rail and the union to get around the table and resolve the issues on pay and cuts to safety staff to avert industrial action.”—(Mr Dhesi.)",174,286,367,16:52:00
uk.org.publicwhip/debate/2022-06-15b.370.2,2022-06-15,15,,293,15,370,16:52:00
uk.org.publicwhip/debate/2022-06-20a.661.0,2022-06-20,016,,205,6,661,21:18:00
uk.org.publicwhip/debate/2022-06-20e.661.0,2022-06-20,016,,205,6,661,21:18:00
uk.org.publicwhip/debate/2022-06-22b.939.3,2022-06-22,18,"
Health and Personal Social Services
",215,70,939,17:47:00
uk.org.publicwhip/debate/2022-06-27a.128.3,2022-06-27,19,,295,221,128,21:40:00
uk.org.publicwhip/debate/2022-06-27d.128.3,2022-06-27,19,,295,221,128,21:40:00
uk.org.publicwhip/debate/2022-06-29a.411.0,2022-06-29,21,,175,271,411,19:00:00
uk.org.publicwhip/debate/2022-06-29a.415.0,2022-06-29,22,,273,205,415,19:00:00
uk.org.publicwhip/debate/2022-06-29b.408.2,2022-06-29,20,"“(6) If Condition C is not met because P’s account is found by the panel to be not true to the best of P’s knowledge and belief, the Chief Commissioner must direct the Commissioner for Investigations to submit a prosecution file to the Public Prosecution Service for consideration and direction.”—(Gavin Robinson.)",191,271,408,19:00:00
uk.org.publicwhip/debate/2022-06-29b.411.0,2022-06-29,21,“(6A) Condition D: P has not fled the jurisdiction of any court in the United Kingdom [or Ireland] after being arrested or charged or being the subject of a warrant issued in connection with any Troubles-related offence.”—(Gavin Robinson.),175,271,411,19:00:00
uk.org.publicwhip/debate/2022-06-29b.415.0,2022-06-29,22,,273,205,415,19:00:00
uk.org.publicwhip/debate/2022-07-04a.661.4,2022-07-04,23,"
Clause 34 - Grant of immunity: prohibition of criminal enforcement action
",209,282,661,19:45:00
uk.org.publicwhip/debate/2022-07-04a.665.2,2022-07-04,24,"
Clause 39 - Inquests, investigations and inquiries
",211,283,665,19:45:00
uk.org.publicwhip/debate/2022-07-04a.669.0,2022-07-04,25,,282,211,669,19:45:00
uk.org.publicwhip/debate/2022-07-04a.673.2,2022-07-04,26,,218,282,673,19:45:00
uk.org.publicwhip/debate/2022-07-04a.678.0,2022-07-04,27,"This new clause, based on section 1 of the Terrorism Act 2006, makes having received immunity under this Bill an aggravating factor in sentencing for the offence of glorifying terrorism.",220,283,678,19:45:00
uk.org.publicwhip/debate/2022-07-04a.687.1,2022-07-04,28,,282,217,687,21:14:00
uk.org.publicwhip/debate/2022-07-04a.691.7,2022-07-04,29,"
Modern Slavery
",280,217,691,21:14:00
uk.org.publicwhip/debate/2022-07-11a.67.2,2022-07-11,30,,41,298,67,18:45:00
uk.org.publicwhip/debate/2022-07-11e.67.2,2022-07-11,30,"“, which may include electrification investment that decarbonises upstream oil and gas activities”.—(Stephen Flynn.)",41,298,67,18:45:00
uk.org.publicwhip/debate/2022-07-11e.70.0,2022-07-11,31,,284,202,70,18:45:00
uk.org.publicwhip/debate/2022-07-11e.74.0,2022-07-11,32,"This new clause requires an assessment, within three months of the Bill becoming law, of how much extra revenue would have been raised if the levy had been introduced on ",203,289,74,18:45:00
uk.org.publicwhip/debate/2022-07-11e.102.1,2022-07-11,33,,289,202,102,21:10:00
uk.org.publicwhip/debate/2022-07-11e.106.2,2022-07-11,34,"That an humble Address be presented to Her Majesty, praying that the Liability of Trade Unions in Proceedings in Tort (Increase of Limits on Damages) Order 2022 (S.I., 2022, No. 699), dated ",201,290,106,21:10:00
uk.org.publicwhip/debate/2022-07-12a.219.3,2022-07-12,35,,226,292,219,16:30:00
uk.org.publicwhip/debate/2022-07-12a.230.4,2022-07-12,36,,229,294,230,16:30:00
uk.org.publicwhip/debate/2022-07-12a.235.0,2022-07-12,37,,288,229,235,16:30:00
uk.org.publicwhip/debate/2022-07-12a.260.1,2022-07-12,38,,220,285,260,18:15:00
uk.org.publicwhip/debate/2022-07-12a.266.2,2022-07-12,39,,188,283,266,18:15:00
uk.org.publicwhip/debate/2022-07-13c.413.1,2022-07-13,40,This is a paving amendment for NC8.,231,313,413,17:00:00
uk.org.publicwhip/debate/2022-07-13c.417.0,2022-07-13,41,This amendment adds Article 18 (Democratic Consent in Northern Ireland) of the Northern Ireland Protocol to the list of articles that a Minister of the Crown cannot exercise powers conferred by subsection (2) to provide cease to have effect in the United Kingdom to any extent.,230,308,417,17:30:00
uk.org.publicwhip/debate/2022-07-13c.421.0,2022-07-13,42,,308,231,421,17:30:00
uk.org.publicwhip/debate/2022-07-13c.426.0,2022-07-13,43,"This new clause is intended to prevent Ministers from deviating from the international agreement that is the NI Protocol unless this has either been agreed to between the UK and the EU, or the UK have followed the procedure set out in Article 16 of the Protocol for unilaterally taking safeguard measures.—(Peter Kyle.)",229,300,426,17:30:00
uk.org.publicwhip/debate/2022-07-13c.450.0,2022-07-13,44,,212,285,450,19:00:00
uk.org.publicwhip/debate/2022-07-18c.808.2,2022-07-18,45,“embraced the interests of its enemies and opponents”.,349,238,808,21:45:00
uk.org.publicwhip/debate/2022-07-19a.906.1,2022-07-19,46,,201,293,906,16:15:00
uk.org.publicwhip/debate/2022-07-19a.910.2,2022-07-19,47,This amendment would require an economic impact assessment to be carried out before a Minister could make any provisions for the dual regulatory regime.,205,293,910,16:15:00
uk.org.publicwhip/debate/2022-07-19a.914.2,2022-07-19,48,This new clause would require a Minister of the Crown to report to each House of Parliament on meetings between the UK and EU in the Joint Committee within 21 days of each meeting and to include information on the regard afforded to any submissions from the Strand One and Strand Two institutions of the Belfast/Good Friday Agreement by UK and EU respectively.,204,292,914,16:15:00
uk.org.publicwhip/debate/2022-09-06a.203.3,2022-09-06,54,,309,56,203,17:47:00
uk.org.publicwhip/debate/2022-09-06b.203.3,2022-09-06,54,,309,56,203,17:47:00
uk.org.publicwhip/debate/2022-09-06d.203.3,2022-09-06,54,,309,56,203,17:47:00
uk.org.publicwhip/debate/2022-10-11a.96.0,2022-10-11,55,,190,257,96,19:30:00
uk.org.publicwhip/debate/2022-10-11b.96.0,2022-10-11,55,,190,257,96,19:30:00
uk.org.publicwhip/debate/2022-10-12b.199.3,2022-10-12,56,,380,4,199,16:43:00
uk.org.publicwhip/debate/2022-10-17c.483.0,2022-10-17,57,"This new clause requires the Secretary of State to produce a report assessing the impact of reducing the investment allowance for oil and gas companies as set out in the Energy (Oil and Gas) Profits Levy Act from 80% to 5%, and in particular to assess such a reduction’s impact on domestic and non-domestic bills.",227,302,483,21:00:00
uk.org.publicwhip/debate/2022-10-17c.487.0,2022-10-17,58,,61,304,487,21:00:00
uk.org.publicwhip/debate/2022-10-17c.490.2,2022-10-17,59,“provide for the reduction of the amount charged for domestic electricity supply from ,229,303,490,21:00:00
uk.org.publicwhip/debate/2022-10-18a.609.0,2022-10-18,60,,188,313,609,16:30:00
uk.org.publicwhip/debate/2022-10-18a.613.2,2022-10-18,61,,186,311,613,16:47:00
uk.org.publicwhip/debate/2022-10-18a.618.0,2022-10-18,62,,297,110,618,16:47:00
uk.org.publicwhip/debate/2022-10-18b.621.2,2022-10-18,63,,235,302,621,16:47:00
uk.org.publicwhip/debate/2022-10-18b.629.0,2022-10-18,64,,283,234,629,17:33:00
uk.org.publicwhip/debate/2022-10-18c.609.0,2022-10-18,60,,188,313,609,16:30:00
uk.org.publicwhip/debate/2022-10-18c.613.2,2022-10-18,61,,186,311,613,16:47:00
uk.org.publicwhip/debate/2022-10-18c.618.0,2022-10-18,62,"This new clause would introduce areas around abortion clinics and hospitals (buffer zones) where interference with, and intimidation or harassment of, women accessing or people providing abortion services would be an offence.",297,110,618,16:47:00
uk.org.publicwhip/debate/2022-10-18c.621.2,2022-10-18,63,"
Clause 16 - Serious disruption prevention order made on conviction
",235,302,621,16:47:00
uk.org.publicwhip/debate/2022-10-18c.629.0,2022-10-18,64,,283,234,629,17:33:00
uk.org.publicwhip/debate/2022-10-19a.799.3,2022-10-19,66,,230,326,799,18:50:00
uk.org.publicwhip/debate/2022-10-21a.947.3,2022-10-21,67,,0,34,947,
uk.org.publicwhip/debate/2022-10-24b.80.1,2022-10-24,68,,165,293,80,18:39:00
uk.org.publicwhip/debate/2022-10-24b.83.0,2022-10-24,69,,290,167,83,18:39:00
uk.org.publicwhip/debate/2022-10-24b.99.2,2022-10-24,70,,288,152,99,19:45:00
uk.org.publicwhip/debate/2022-10-25a.179.4,2022-10-25,71,,39,240,179,14:06:00
uk.org.publicwhip/debate/2022-10-25a.255.0,2022-10-25,72,,223,277,255,18:38:00
uk.org.publicwhip/debate/2022-10-25a.258.0,2022-10-25,73,,280,225,258,18:38:00
uk.org.publicwhip/debate/2022-10-25a.262.10,2022-10-25,74,,270,45,262,18:38:00
uk.org.publicwhip/debate/2022-10-25a.265.2,2022-10-25,75,"That, for the purposes of any Act resulting from the Retained EU Law (Revocation",265,44,265,18:38:00
uk.org.publicwhip/debate/2022-10-25a.268.0,2022-10-25,76,"That, for the purposes of any Act resulting from the Retained EU Law (Revocation and Reform) Bill, it is expedient to authorise:",260,4,268,18:38:00
uk.org.publicwhip/debate/2022-10-26a.359.0,2022-10-26,77,,136,276,359,15:45:00
uk.org.publicwhip/debate/2022-10-26a.363.0,2022-10-26,78,,106,286,363,15:45:00
uk.org.publicwhip/debate/2022-10-26a.366.2,2022-10-26,79,,129,279,366,15:45:00
uk.org.publicwhip/debate/2022-10-26b.359.0,2022-10-26,77,,136,276,359,15:45:00
uk.org.publicwhip/debate/2022-10-28b.503.3,2022-10-28,80,,0,44,503,
uk.org.publicwhip/debate/2022-10-31a.702.2,2022-10-31,81,,37,282,702,20:30:00
uk.org.publicwhip/debate/2022-10-31a.704.2,2022-10-31,82,,159,280,704,20:30:00
uk.org.publicwhip/debate/2022-10-31a.708.2,2022-10-31,83,,136,279,708,20:30:00
uk.org.publicwhip/debate/2022-10-31a.712.0,2022-10-31,84,,141,275,712,20:30:00
uk.org.publicwhip/debate/2022-10-31a.726.1,2022-10-31,85,,268,132,726,22:00:00
uk.org.publicwhip/debate/2022-10-31b.702.2,2022-10-31,81,,37,282,702,20:30:00
uk.org.publicwhip/debate/2022-10-31b.704.2,2022-10-31,82,“or a precision bred animal”.—(Caroline Lucas.),159,280,704,20:30:00
uk.org.publicwhip/debate/2022-10-31b.708.2,2022-10-31,83,"This amendment would require that a precision bred organism has been developed to provide a public benefit, if it is to be released into the environment.",136,279,708,20:30:00
uk.org.publicwhip/debate/2022-10-31b.712.0,2022-10-31,84,The amendment requires a range of factors to be taken into account by the Secretary of State when deciding whether to issue a precision bred animal marketing authorisation.,141,275,712,20:30:00
uk.org.publicwhip/debate/2022-10-31b.726.1,2022-10-31,85,,268,132,726,22:00:00
uk.org.publicwhip/debate/2022-11-02a.977.4,2022-11-02,86,,38,0,977,18:50:00
uk.org.publicwhip/debate/2022-11-08a.222.0,2022-11-08,88,,208,300,222,18:39:00
uk.org.publicwhip/debate/2022-11-16a.762.0,2022-11-16,89,,211,283,762,17:45:00
uk.org.publicwhip/debate/2022-11-16a.767.4,2022-11-16,90,,212,283,767,18:10:00
uk.org.publicwhip/debate/2022-11-16a.784.6,2022-11-16,91,,56,282,784,18:10:00
uk.org.publicwhip/debate/2022-11-18a.939.3,2022-11-18,93,,0,45,939,
uk.org.publicwhip/debate/2022-11-22a.256.2,2022-11-22,94,,318,223,256,18:36:00
uk.org.publicwhip/debate/2022-11-23a.392.4,2022-11-23,95,,155,284,392,17:30:00
uk.org.publicwhip/debate/2022-11-23a.396.0,2022-11-23,96,,159,281,396,17:30:00
uk.org.publicwhip/debate/2022-11-23a.399.2,2022-11-23,97,,155,285,399,17:30:00
uk.org.publicwhip/debate/2022-11-23a.403.2,2022-11-23,98,,190,285,403,17:30:00
uk.org.publicwhip/debate/2022-11-23b.396.0,2022-11-23,96,,159,281,396,17:30:00
uk.org.publicwhip/debate/2022-11-28a.741.0,2022-11-28,99,,216,289,741,20:25:00
uk.org.publicwhip/debate/2022-11-28a.745.0,2022-11-28,100,,290,47,745,20:25:00
uk.org.publicwhip/debate/2022-11-28f.741.0,2022-11-28,99,,216,289,741,20:25:00
uk.org.publicwhip/debate/2022-11-28f.745.0,2022-11-28,100,,290,47,745,20:25:00
uk.org.publicwhip/debate/2022-11-29a.812.2,2022-11-29,101,,371,16,812,14:24:00
uk.org.publicwhip/debate/2022-11-30d.955.2,2022-11-30,102,"This amendment would require HMRC to contact every individual who become liable to pay standard tax or move from standard to higher rate, and how much additional tax they will have to pay as a result.",55,285,955,15:15:00
uk.org.publicwhip/debate/2022-11-30d.958.0,2022-11-30,103,,285,210,958,15:15:00
uk.org.publicwhip/debate/2022-11-30d.962.2,2022-11-30,104,"This new clause would require the Chancellor of the Exchequer to publish an assessment of estimated revenue from the energy (oil and gas) profit levy in financial years 2021-22 to 2027-28, and set out how these figures would be affected if levy were backdated to ",212,292,962,15:15:00
uk.org.publicwhip/debate/2022-11-30d.966.2,2022-11-30,105,This new clause would require the Government to publish an assessment of their view on the effectiveness of R&D tax reliefs for small and medium-sized enterprises and their intentions for any further reform.,212,290,966,15:15:00
uk.org.publicwhip/debate/2022-11-30d.972.1,2022-11-30,106,,280,205,972,16:17:00
uk.org.publicwhip/debate/2022-12-05a.169.0,2022-12-05,110,,314,216,169,21:48:00
uk.org.publicwhip/debate/2022-12-05b.137.0,2022-12-05,109,,240,312,137,21:03:00
uk.org.publicwhip/debate/2022-12-05d.128.0,2022-12-05,107,This new clause would create a new communication offence for sending a message encouraging or assisting another person to self-harm.,242,308,128,20:30:00
uk.org.publicwhip/debate/2022-12-05d.132.2,2022-12-05,108,"This new clause would enable Ofcom to exercise its enforcement powers under Chapter 6, Part 7 of the Bill against individual directors, managers and other officers at a regulated service provider where it considers the provider has failed, or is failing, to comply with any enforceable requirement.",238,311,132,21:03:00
uk.org.publicwhip/debate/2022-12-05d.137.0,2022-12-05,109,,240,312,137,21:03:00
uk.org.publicwhip/debate/2022-12-05d.169.0,2022-12-05,110,,314,216,169,21:48:00
uk.org.publicwhip/debate/2022-12-06b.274.0,2022-12-06,111,,226,0,274,16:25:00
uk.org.publicwhip/debate/2022-12-07d.452.0,2022-12-07,116,"This new clause would require the Treasury to publish a national strategy for the detection, prevention and investigation of fraud and associated financial crime, after having consulted relevant stakeholders. The strategy must include arrangements for a data sharing agreement between law enforcement agencies, regulators and others to track stolen money.",205,282,452,17:45:00
uk.org.publicwhip/debate/2022-12-07d.456.2,2022-12-07,117,"This new clause would require the Treasury and FCA to conduct and publish a review of community need for, and access to, essential in-person banking services, and enable the FCA to ensure areas in need of essential in-person banking service have a minimum level of access to such services.",204,278,456,17:45:00
uk.org.publicwhip/debate/2022-12-07d.460.2,2022-12-07,118,,206,271,460,17:45:00
uk.org.publicwhip/debate/2022-12-07d.481.3,2022-12-07,112,"
Landlord and Tenant
",291,159,481,19:22:00
uk.org.publicwhip/debate/2022-12-07d.484.2,2022-12-07,113,"
Local Government
",289,12,484,19:22:00
uk.org.publicwhip/debate/2022-12-07d.486.2,2022-12-07,114,"
Local Government
",289,12,486,19:22:00
uk.org.publicwhip/debate/2022-12-07d.489.2,2022-12-07,115,"
Police
",289,13,489,19:22:00
uk.org.publicwhip/debate/2022-12-12a.793.1,2022-12-12,122,,294,46,793,18:56:00
uk.org.publicwhip/debate/2022-12-12a.815.1,2022-12-12,123,,298,199,815,20:12:00
uk.org.publicwhip/debate/2022-12-12a.851.0,2022-12-12,124,,135,241,851,22:09:00
uk.org.publicwhip/debate/2022-12-12a.854.0,2022-12-12,125,,135,239,854,22:36:00
uk.org.publicwhip/debate/2022-12-12c.779.0,2022-12-12,119,,192,296,779,18:00:00
uk.org.publicwhip/debate/2022-12-12c.783.0,2022-12-12,120,,192,299,783,18:00:00
